OBJECTID,FULL_NAME,Has_MAX_BRT,Shape_Length,SIDEWALK_AREA,SIDEWALK_WIDTH,HOV,IMPACTED,BLOCK_ID,INTEGRATED_LU,GREEN_BUFFER,Start_X,Start_Y,End_X,End_Y
206,16 AV NW,Yes,0.50000001,2.47683763,5,,,1,,,-7792.5989,5658985.799,-7793.0989,5658985.799
207,16 AV NW,Yes,0.50000001,2.44058825,4.9,,,1,,,-7792.0989,5658985.799,-7792.5989,5658985.799
208,16 AV NW,Yes,0.5,2.40295,4.8,,,1,,,-7791.5989,5658985.799,-7792.0989,5658985.799
209,16 AV NW,Yes,0.50000001,2.3656132,4.7,,,1,,,-7791.0989,5658985.799,-7791.5989,5658985.799
210,16 AV NW,Yes,0.5,2.328,4.7,,,1,,,-7790.5989,5658985.799,-7791.0989,5658985.799
211,16 AV NW,Yes,0.50000001,2.29089411,4.6,,,1,,,-7790.0989,5658985.799,-7790.5989,5658985.799
212,16 AV NW,Yes,0.5,2.25314204,4.5,,,1,,,-7789.5989,5658985.799,-7790.0989,5658985.799
213,16 AV NW,Yes,0.50000001,2.22352858,4.5,,,1,,,-7789.0989,5658985.799,-7789.5989,5658985.799
214,16 AV NW,Yes,0.5,2.19895,4.4,,,1,,,-7788.5989,5658985.799,-7789.0989,5658985.799
215,16 AV NW,Yes,0.50000001,2.17457858,4.3,,,1,,,-7788.0989,5658985.799,-7788.5989,5658985.799
216,16 AV NW,Yes,0.50000001,2.150103625,4.3,,,1,,,-7787.5989,5658985.799,-7788.0989,5658985.799
217,16 AV NW,Yes,0.5,2.12555,4.2,,,1,,,-7787.0989,5658985.799,-7787.5989,5658985.799
218,16 AV NW,Yes,0.50000001,2.10117858,4.2,,,1,,,-7786.5989,5658985.799,-7787.0989,5658985.799
219,16 AV NW,Yes,0.5,2.076625,4.2,,,1,,,-7786.0989,5658985.799,-7786.5989,5658985.799
220,16 AV NW,Yes,0.50000001,2.052434994,4.1,,,1,,,-7785.5989,5658985.799,-7786.0989,5658985.799
