OBJECTID,BLDG_CODE,BLDG_CODE_DESC,X_COORD,Y_COORD,OBSCURED,CREATE_DT_UTC,MOD_DT_UTC,multipolygon,Shape_Length,Shape_Area
1,5,Residential Garage,-4405.45,5657914.46,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062907 51.057448, -114.0628059 51.0574472, -114.062805 51.0574917, -114.0629062 51.0574925, -114.062907 51.057448)))",24.08410014,35.10662599
2,5,Residential Garage,-4403.44,5657946.94,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628861 51.0577524, -114.0628856 51.0577119, -114.0628485 51.0577121, -114.0628484 51.0577084, -114.0628015 51.0577086, -114.0628015 51.0577118, -114.0627691 51.0577119, -114.0627703 51.0578128, -114.0628024 51.0578126, -114.0628024 51.0578153, -114.0628481 51.0578151, -114.0628481 51.0578126, -114.062878 51.0578125, -114.0628773 51.0577524, -114.0628861 51.0577524)))",40.08877554,89.5306749
3,5,Residential Garage,-4403.77,5658051.44,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062892 51.0586633, -114.0627717 51.0586656, -114.0627752 51.0587393, -114.0628955 51.058737, -114.062892 51.0586633)))",33.2781604,69.20090624
4,5,Residential Garage,-4397.17,5660739.49,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627263 51.0828416, -114.0627259 51.0828901, -114.0627259 51.0828903, -114.062818 51.0828906, -114.062818 51.0828859, -114.0628184 51.0828424, -114.0628184 51.0828418, -114.0627263 51.0828416)))",23.75208301,34.98874247
5,6,Residential Roof Outline,-4403.52,5658096.51,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629179 51.0590476, -114.062839 51.0590465, -114.0628392 51.0590416, -114.0627696 51.0590406, -114.0627673 51.0591044, -114.0627615 51.0591043, -114.0627605 51.0591337, -114.0627662 51.0591338, -114.0627658 51.0591434, -114.0627462 51.0591431, -114.0627436 51.0592171, -114.062808 51.059218, -114.0628096 51.0591712, -114.0629134 51.0591726, -114.0629179 51.0590476)))",63.72008821,176.5155421
6,6,Residential Roof Outline,-4351.42,5658304.71,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620493 51.0607617, -114.0618414 51.0607615, -114.0618406 51.0611178, -114.0619211 51.0611693, -114.0621245 51.0611699, -114.0621198 51.0614708, -114.0622291 51.0614744, -114.0622373 51.0614708, -114.0622647 51.0614708, -114.0622681 51.0614735, -114.0623278 51.0614735, -114.062338 51.0614672, -114.0623372 51.0614246, -114.0623303 51.061421, -114.0623374 51.0614161, -114.0623374 51.0614059, -114.062332 51.061402, -114.0623379 51.0613961, -114.062338 51.0613403, -114.0623302 51.0613352, -114.0623378 51.0613299, -114.0623375 51.0613167, -114.0623301 51.0613127, -114.062337 51.0613088, -114.0623394 51.0612508, -114.0623329 51.0612463, -114.0623386 51.0612423, -114.0623388 51.0612295, -114.0623327 51.0612244, -114.0623385 51.0612208, -114.0623399 51.0611806, -114.062326 51.0611695, -114.0623285 51.0610584, -114.0622647 51.0610578, -114.0621177 51.0609668, -114.0621179 51.0609586, -114.0621228 51.0608082, -114.0620493 51.0607617)))",217.7295114,1598.716548
7,6,Residential Roof Outline,-4417.15,5657967.17,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628576 51.0580351, -114.0631823 51.05804, -114.063188 51.0578875, -114.0631076 51.0578863, -114.063109 51.057849, -114.0629889 51.0578472, -114.0629874 51.0578871, -114.0629913 51.0578871, -114.0629909 51.0578976, -114.0629618 51.0578971, -114.0629613 51.0579112, -114.0628623 51.0579097, -114.0628576 51.0580351)))",88.33401296,397.4669616
8,6,Residential Roof Outline,-4360.16,5658189.8,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620499 51.0599534, -114.0620496 51.0599867, -114.0623409 51.0599876, -114.0623415 51.0599041, -114.0620855 51.0599033, -114.0620851 51.0599535, -114.0620499 51.0599534)))",59.41088355,175.8665832
9,6,Residential Roof Outline,-4418.25,5658024.24,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.063175 51.0584551, -114.063177 51.0583987, -114.0628975 51.0583947, -114.0628952 51.0584581, -114.0629065 51.0584583, -114.0629044 51.0585151, -114.0631586 51.0585187, -114.0631588 51.0585138, -114.0631825 51.0585142, -114.0631846 51.058456, -114.063175 51.0584551)))",67.22895741,261.0599024
10,6,Residential Roof Outline,-4402.95,5658147.61,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062848 51.0595192, -114.062848 51.0594929, -114.0627748 51.0594929, -114.0627748 51.0595201, -114.0627535 51.0595201, -114.0627535 51.0595693, -114.0627622 51.0595693, -114.0627622 51.0596179, -114.0628047 51.0596179, -114.0628047 51.0596387, -114.0628927 51.0596387, -114.0628927 51.0595192, -114.062848 51.0595192)))",51.95301915,132.9738698
11,6,Residential Roof Outline,-4357.95,5659334.4,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622864 51.0702057, -114.0621407 51.0702055, -114.0621406 51.0702295, -114.0621046 51.0702295, -114.0621044 51.0702643, -114.0622862 51.0702646, -114.0622864 51.0702057)))",38.56850812,76.67448111
12,6,Residential Roof Outline,-4421.77,5659402.16,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629753 51.0709597, -114.0631663 51.0709598, -114.0631665 51.0708771, -114.0632382 51.0708771, -114.0632386 51.0707278, -114.0629759 51.0707276, -114.0629753 51.0709597)))",88.44781968,429.0291329
13,6,Residential Roof Outline,-4359.45,5659239.32,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621518 51.0693277, -114.0621522 51.0694332, -114.0622573 51.0694331, -114.0622574 51.0694351, -114.0622787 51.0694351, -114.0622787 51.069424, -114.0622798 51.0694117, -114.0622797 51.0693835, -114.0622658 51.0693835, -114.0622656 51.0693275, -114.0621518 51.0693277)))",41.73868397,99.20396362
14,6,Residential Roof Outline,-4355.99,5659459.16,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620512 51.0714309, -114.0620564 51.0714309, -114.0622869 51.0714309, -114.0622868 51.0712823, -114.0620618 51.0712824, -114.0620511 51.0712824, -114.0620512 51.0714309)))",66.08610925,272.9560881
15,6,Residential Roof Outline,-4406.51,5659193.24,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0630307 51.0690272, -114.0630265 51.0689399, -114.063046 51.0689401, -114.0630455 51.0688973, -114.0630138 51.068897, -114.0627453 51.0688974, -114.0627458 51.0690005, -114.062746 51.0690333, -114.0630305 51.0690343, -114.0630307 51.0690272)))",72.731208,307.1906998
16,6,Residential Roof Outline,-4331.49,5658498.13,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0612903 51.0628169, -114.0612903 51.0628393, -114.0613238 51.0628393, -114.0613238 51.0628748, -114.0616705 51.0628748, -114.0618456 51.0628748, -114.0618456 51.0628604, -114.0622911 51.0628604, -114.0622911 51.0628246, -114.0623257 51.0628246, -114.0623257 51.0625976, -114.0623006 51.0625976, -114.0623006 51.0625738, -114.0621911 51.0625738, -114.0621911 51.0625647, -114.0620532 51.0625647, -114.0620532 51.06256, -114.0619033 51.06256, -114.0619033 51.0626072, -114.0619216 51.0626072, -114.0619216 51.0626512, -114.0617226 51.0626512, -114.0617226 51.0626595, -114.0616273 51.0626595, -114.0616273 51.0626688, -114.0615671 51.0626688, -114.0615671 51.0625628, -114.0613896 51.0625629, -114.0613896 51.0625652, -114.0612903 51.0625652, -114.0612903 51.0628169)))",241.3274804,2176.71232
17,6,Residential Roof Outline,-4411.43,5659216.45,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0630799 51.0692643, -114.0630798 51.0692609, -114.0630574 51.0692596, -114.0630583 51.0692236, -114.0630662 51.0692225, -114.0630683 51.0691932, -114.0630827 51.0691927, -114.0630835 51.0691503, -114.0630666 51.069149, -114.0630672 51.0691196, -114.0630574 51.0691195, -114.0630577 51.0691066, -114.063058 51.0690921, -114.0631126 51.0690921, -114.0631399 51.0690925, -114.0631549 51.069094, -114.0631744 51.0690967, -114.0631747 51.0690892, -114.0631769 51.0690391, -114.063177 51.0690356, -114.0630446 51.0690357, -114.0630444 51.0690405, -114.0627647 51.0690431, -114.0627446 51.0690558, -114.062745 51.0691212, -114.0627369 51.0691215, -114.0627392 51.0692227, -114.0627479 51.0692228, -114.0627463 51.0692897, -114.0627559 51.0692959, -114.0627558 51.0693079, -114.0630246 51.0693073, -114.0630253 51.0693012, -114.0630809 51.0693017, -114.0630799 51.0692643)))",127.1644789,722.0620407
18,6,Residential Roof Outline,-4358.77,5659309.71,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621597 51.069975, -114.0621597 51.0699972, -114.062142 51.0699972, -114.062142 51.070034, -114.0621597 51.070034, -114.0621597 51.0700512, -114.0622718 51.0700511, -114.0622718 51.069975, -114.0621597 51.069975)))",35.13571085,71.62901157
19,6,Residential Roof Outline,-4406.86,5659496.89,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629707 51.0716646, -114.0629463 51.0716648, -114.062946 51.0716442, -114.0628997 51.0716444, -114.0628515 51.0716447, -114.0628518 51.0716653, -114.0628264 51.0716655, -114.062827 51.0717038, -114.0628195 51.0717038, -114.0628202 51.0717469, -114.0629529 51.0717461, -114.062956 51.0717461, -114.0629554 51.0717039, -114.0629713 51.0717038, -114.0629707 51.0716646)))",43.96470701,104.005818
20,6,Residential Roof Outline,-4403.53,5659318.2,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629196 51.0700864, -114.0629412 51.0700863, -114.0629411 51.0700583, -114.0629213 51.0700583, -114.0629213 51.0700557, -114.062791 51.0700559, -114.0627911 51.0700768, -114.0627718 51.0700768, -114.0627719 51.0701016, -114.0627905 51.0701016, -114.0627906 51.0701226, -114.0629197 51.0701224, -114.0629196 51.0700864)))",38.56607663,75.40009582
21,6,Residential Roof Outline,-4362.44,5659326.11,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621458 51.0701272, -114.0621464 51.0701814, -114.0622117 51.0701811, -114.0622119 51.070191, -114.0623596 51.0701903, -114.0623597 51.0701941, -114.062373 51.070194, -114.0623723 51.0701361, -114.0623592 51.0701362, -114.0623593 51.0701405, -114.062204 51.0701412, -114.0622038 51.070127, -114.0621458 51.0701272)))",47.78068865,90.17536233
22,6,Residential Roof Outline,-4400.73,5660675.66,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628864 51.0821658, -114.062729 51.082166, -114.0627298 51.0824188, -114.0628902 51.0824186, -114.0628901 51.0823848, -114.0629073 51.0823847, -114.0629072 51.0823425, -114.0628959 51.0823425, -114.0628958 51.0823121, -114.0629154 51.082312, -114.0629152 51.0822674, -114.0628847 51.0822674, -114.0628846 51.0822406, -114.0629013 51.0822406, -114.0629012 51.0822035, -114.0628865 51.0822036, -114.0628864 51.0821658)))",86.20568586,333.4396637
23,6,Residential Roof Outline,-4395.69,5660732.41,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628319 51.0827723, -114.0626769 51.0827722, -114.0626769 51.0827938, -114.06267 51.0827938, -114.06267 51.0828102, -114.0626763 51.0828102, -114.0626762 51.0828325, -114.0628317 51.0828327, -114.0628319 51.0827723)))",36.10711291,73.85611427
24,6,Residential Roof Outline,-4407.93,5660338.4,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628859 51.0792232, -114.0628835 51.0792465, -114.0628627 51.0792457, -114.0628578 51.0792941, -114.0628827 51.0792951, -114.0628828 51.0792937, -114.0629768 51.0792974, -114.0629839 51.0792271, -114.0628859 51.0792232)))",32.67272613,61.88047638
25,6,Residential Roof Outline,-4354.98,5660735.56,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620973 51.0828772, -114.0622418 51.082878, -114.0622426 51.0828175, -114.0622257 51.0828174, -114.0622262 51.0827849, -114.0620986 51.0827842, -114.0620973 51.0828772)))",40.94100507,100.4537457
26,6,Residential Roof Outline,-4403.85,5659919.73,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627933 51.0755084, -114.0627935 51.0755393, -114.0629259 51.0755391, -114.0629255 51.075454, -114.0628102 51.0754542, -114.0628103 51.0754857, -114.0627893 51.0754858, -114.0627894 51.0755084, -114.0627933 51.0755084)))",38.02470454,84.32257177
27,6,Residential Roof Outline,-4404.87,5660571.82,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628299 51.0813144, -114.0628306 51.0813422, -114.0628067 51.0813424, -114.0628075 51.0813762, -114.0628307 51.081376, -114.0628315 51.0814043, -114.0629541 51.0814031, -114.0629518 51.0813131, -114.0628299 51.0813144)))",40.44872988,91.9550883
28,6,Residential Roof Outline,-4353.63,5660570.68,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621549 51.0812772, -114.0621545 51.0813082, -114.062002 51.0813075, -114.0620014 51.081368, -114.0621196 51.0813685, -114.062119 51.0814198, -114.0622576 51.0814204, -114.0622582 51.0813714, -114.0622957 51.0813715, -114.0622968 51.0812779, -114.0621549 51.0812772)))",72.99864128,229.0702057
29,6,Residential Roof Outline,-4346.03,5660675.63,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0618759 51.0822353, -114.061876 51.0823496, -114.0622071 51.0823495, -114.062207 51.0822353, -114.0618759 51.0822353)))",71.81601082,294.8366678
30,6,Residential Roof Outline,-4398.05,5660749.97,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628781 51.0828909, -114.0627259 51.0828904, -114.0627153 51.0828904, -114.0627149 51.0829415, -114.0626919 51.0829415, -114.0626916 51.082979, -114.0627157 51.0829791, -114.0627153 51.0830297, -114.0628771 51.0830302, -114.0628781 51.0828909)))",57.02391943,183.1254293
31,6,Residential Roof Outline,-4352.42,5660749.65,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622466 51.0828933, -114.0620726 51.0828916, -114.0620724 51.0828981, -114.0620215 51.0828976, -114.0620205 51.0829376, -114.0620717 51.0829381, -114.0620704 51.0829926, -114.0620966 51.0829928, -114.0620958 51.083023, -114.0622124 51.0830241, -114.0622132 51.0829936, -114.062223 51.0829937, -114.0622239 51.0829585, -114.062245 51.0829587, -114.0622466 51.0828933)))",60.70072609,174.2679966
32,6,Residential Roof Outline,-4355.25,5660422.4,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062268 51.0800686, -114.0622681 51.0800451, -114.0622874 51.0800452, -114.0622877 51.0799867, -114.0622684 51.0799867, -114.0622686 51.0799635, -114.0620528 51.0799631, -114.0620524 51.0800682, -114.062268 51.0800686)))",56.32665475,185.46367
33,6,Residential Roof Outline,-4358.86,5660494.45,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623174 51.0806973, -114.0623181 51.0806499, -114.0622905 51.0806498, -114.0622908 51.080633, -114.062272 51.0806329, -114.0622721 51.0806301, -114.0622332 51.0806299, -114.0622332 51.0806337, -114.0621685 51.0806333, -114.0621686 51.08063, -114.0621341 51.0806298, -114.062134 51.0806327, -114.0621274 51.0806327, -114.0621264 51.0806961, -114.0623174 51.0806973)))",42.39343022,92.71660556
34,6,Residential Roof Outline,-4404.01,5659934.74,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627973 51.0756758, -114.0629335 51.0756762, -114.0629341 51.0755998, -114.0628736 51.0755996, -114.0628737 51.0755871, -114.0628308 51.075587, -114.0628307 51.0756005, -114.0627977 51.0756004, -114.0627975 51.0756284, -114.0627862 51.0756284, -114.062786 51.0756475, -114.0627975 51.0756476, -114.0627973 51.0756758)))",40.46821789,86.80714477
35,6,Residential Roof Outline,-4405.82,5660499.34,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0630158 51.0806778, -114.0630069 51.0806722, -114.0629763 51.0806717, -114.0629666 51.0806765, -114.0627853 51.0806715, -114.0627833 51.0807012, -114.0627587 51.0807005, -114.0627563 51.0807349, -114.0627561 51.0807381, -114.0630246 51.0807428, -114.0630248 51.0807399, -114.0630291 51.0806782, -114.0630158 51.0806778)))",52.77167851,134.08755
36,6,Residential Roof Outline,-4360.37,5659946.33,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062168 51.0757856, -114.0622977 51.0757855, -114.0622976 51.0757735, -114.062303 51.0757735, -114.062303 51.0757564, -114.0622976 51.0757564, -114.0622976 51.0757498, -114.062307 51.0757498, -114.062307 51.0757354, -114.0622977 51.0757354, -114.0622977 51.0757272, -114.0623036 51.0757272, -114.0623036 51.0757137, -114.0622958 51.0757137, -114.0622958 51.0756991, -114.062233 51.0756992, -114.062233 51.0756868, -114.0621751 51.0756868, -114.0621752 51.0756998, -114.0621679 51.0756998, -114.062168 51.0757856)))",43.06663762,95.06578166
37,6,Residential Roof Outline,-4403.56,5659950.77,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627932 51.075784, -114.0627932 51.0758149, -114.0629268 51.075815, -114.0629269 51.0757364, -114.0627925 51.0757363, -114.0627925 51.0757654, -114.0627807 51.0757654, -114.0627807 51.075784, -114.0627932 51.075784)))",37.97005479,83.85861142
38,6,Residential Roof Outline,-4404.64,5660361.73,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628111 51.0794341, -114.062811 51.0794373, -114.0627772 51.0794369, -114.0627762 51.0794756, -114.0628103 51.0794759, -114.0628096 51.0795043, -114.0629711 51.079506, -114.0629729 51.0794358, -114.0628111 51.0794341)))",43.04646881,98.6837681
39,6,Residential Roof Outline,-4352.9,5660690.36,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621973 51.0824237, -114.0622202 51.0824238, -114.0622208 51.0823668, -114.06206 51.0823661, -114.0620588 51.0824828, -114.0621967 51.0824833, -114.0621973 51.0824237)))",48.4862932,135.5485123
40,6,Residential Roof Outline,-4403.54,5659862.19,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062783 51.0750102, -114.0629338 51.0750087, -114.0629326 51.0749607, -114.0629048 51.0749609, -114.0629046 51.0749542, -114.0628359 51.0749549, -114.0628358 51.0749486, -114.0627709 51.0749492, -114.0627717 51.0749799, -114.0627823 51.0749798, -114.062783 51.0750102)))",36.2077303,68.13027721
41,6,Residential Roof Outline,-4406.7,5660513.8,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.063011 51.0807629, -114.0628288 51.0807627, -114.0628286 51.0807949, -114.0627981 51.0807949, -114.062798 51.0808283, -114.0628081 51.0808283, -114.062808 51.080848, -114.0627989 51.080848, -114.0627988 51.0808796, -114.0628308 51.0808796, -114.0628307 51.0809115, -114.0630097 51.0809117, -114.0630098 51.080878, -114.0630051 51.080878, -114.0630052 51.0808498, -114.0630129 51.0808499, -114.063013 51.0808233, -114.0630041 51.0808233, -114.0630042 51.080794, -114.0630109 51.0807941, -114.063011 51.0807629)))",66.12232673,226.6405334
42,6,Residential Roof Outline,-4359.51,5660515.22,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621609 51.0808542, -114.0621601 51.0808994, -114.062284 51.0809003, -114.0622844 51.0808752, -114.0623034 51.0808753, -114.0623041 51.0808354, -114.0622842 51.0808352, -114.0622849 51.0808009, -114.0621619 51.0808001, -114.0621613 51.080831, -114.0621609 51.0808542)))",42.12032404,101.6057896
43,6,Residential Roof Outline,-4404.83,5660698.47,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0627556 51.0824578, -114.0627542 51.0825593, -114.0630062 51.0825607, -114.0630076 51.0824589, -114.0630062 51.0824336, -114.0627561 51.0824348, -114.0627556 51.0824578)))",63.17175151,246.9184751
44,6,Residential Roof Outline,-4348.52,5659613.75,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0618359 51.0727551, -114.0618343 51.0727551, -114.0618345 51.0729441, -114.0618404 51.0729441, -114.0622945 51.0729439, -114.0622939 51.0725645, -114.0622668 51.0725487, -114.0620004 51.0725488, -114.0620004 51.0725828, -114.0620077 51.0725828, -114.0620078 51.0726406, -114.0619771 51.0726407, -114.0619771 51.0726891, -114.0620087 51.0726891, -114.0620087 51.0727185, -114.0619987 51.0727185, -114.0619987 51.072755, -114.0618359 51.0727551)))",156.7484022,1152.164208
45,6,Residential Roof Outline,-4403.41,5659799.02,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628757 51.0743801, -114.0627856 51.0743795, -114.0627851 51.0744094, -114.0627628 51.0744093, -114.0627622 51.0744491, -114.0629363 51.0744502, -114.0629374 51.0743794, -114.0628981 51.0743792, -114.0628982 51.0743729, -114.0628758 51.0743727, -114.0628757 51.0743801)))",41.55624776,91.04943505
46,6,Residential Roof Outline,-4405.44,5660042.23,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062939 51.0765556, -114.0627873 51.0765554, -114.0627869 51.0766402, -114.0629382 51.0766405, -114.0629383 51.0766125, -114.0629763 51.0766125, -114.0629764 51.0765831, -114.0629389 51.076583, -114.062939 51.0765556)))",45.3898792,108.8698903
47,6,Residential Roof Outline,-4352.6,5660631.55,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0620482 51.0818806, -114.0620474 51.0819301, -114.0620473 51.0819346, -114.062221 51.0819357, -114.0622218 51.0818891, -114.0622043 51.0818889, -114.0622049 51.0818575, -114.0620487 51.0818565, -114.0620482 51.0818806)))",41.70819899,101.4540931
48,6,Residential Roof Outline,-4403.9,5660132.04,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628139 51.077347, -114.0628138 51.0774094, -114.0627804 51.0774093, -114.0627802 51.0774634, -114.062941 51.0774635, -114.0629413 51.0773471, -114.0628139 51.077347)))",48.44325753,129.6508451
49,6,Residential Roof Outline,-4356.75,5660214.16,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622085 51.0781965, -114.0622086 51.0781928, -114.0622301 51.0781929, -114.0622301 51.078195, -114.0622792 51.0781953, -114.0622792 51.078193, -114.0622909 51.078193, -114.0622911 51.0781815, -114.0623023 51.0781815, -114.0623031 51.0781016, -114.0622893 51.0781015, -114.0622894 51.0780953, -114.0622075 51.078095, -114.0622075 51.0780918, -114.0620758 51.0780913, -114.0620747 51.0781959, -114.0622085 51.0781965)))",55.6132069,179.6030468
50,6,Residential Roof Outline,-4359.11,5660455.32,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0623023 51.0802592, -114.0622395 51.0802589, -114.0622392 51.0802855, -114.0621498 51.0802851, -114.0621489 51.0803639, -114.0623011 51.0803646, -114.0623023 51.0802592)))",44.77936124,106.51309
51,6,Residential Roof Outline,-4407.57,5660527.18,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628165 51.0809288, -114.0628174 51.0809873, -114.0630195 51.0809861, -114.0630186 51.0809275, -114.0628165 51.0809288)))",41.349647,92.23865454
52,6,Residential Roof Outline,-4402.74,5660715.66,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629823 51.0825741, -114.0627207 51.0825741, -114.0627206 51.0827295, -114.0629822 51.0827295, -114.0629823 51.0825741)))",71.23154081,316.8489216
53,6,Residential Roof Outline,-4404.53,5659965.49,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0628966 51.075896, -114.0628965 51.0758613, -114.0627829 51.0758614, -114.0627832 51.0759548, -114.0628963 51.0759547, -114.0628963 51.0759534, -114.0629526 51.0759533, -114.0629524 51.0759046, -114.0629346 51.0758959, -114.0628966 51.075896)))",43.88495492,107.0644819
54,6,Residential Roof Outline,-4359.56,5660532.55,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.062286 51.0810132, -114.0623003 51.0810132, -114.0623001 51.0809908, -114.0622865 51.0809908, -114.0622863 51.0809631, -114.0621657 51.0809635, -114.0621663 51.0810491, -114.0622862 51.0810488, -114.062286 51.0810132)))",37.86174917,82.70346032
55,6,Residential Roof Outline,-4405.38,5660536.2,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629942 51.0809999, -114.0627984 51.0809993, -114.0627981 51.081035, -114.0627793 51.081035, -114.0627792 51.0810579, -114.0627983 51.0810579, -114.0627982 51.0810768, -114.0629936 51.0810774, -114.0630373 51.0810776, -114.0630372 51.0810388, -114.0629939 51.0810384, -114.0629942 51.0809999)))",53.38299878,134.7665725
56,6,Residential Roof Outline,-4349.94,5660644.92,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0619777 51.0819518, -114.061976 51.0820796, -114.0622164 51.0820808, -114.062218 51.081953, -114.0619777 51.0819518)))",62.11564152,239.425341
57,6,Residential Roof Outline,-4350.71,5660721.19,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0622112 51.0827637, -114.0622132 51.0826415, -114.0620065 51.0826401, -114.0620045 51.0827623, -114.0622112 51.0827637)))",56.15513829,196.8897043
58,6,Residential Roof Outline,-4404.25,5659736.62,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0629321 51.0738113, -114.0628077 51.0738113, -114.0628077 51.0738361, -114.06279 51.0738361, -114.06279 51.0738897, -114.0629322 51.0738897, -114.0629321 51.0738113)))",37.36571049,83.45547227
59,6,Residential Roof Outline,-4355.28,5660402.67,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-114.0621055 51.0799221, -114.0622365 51.0799236, -114.0622401 51.0798005, -114.0622593 51.0798007, -114.0622606 51.0797552, -114.062081 51.0797532, -114.0620797 51.0797979, -114.0620955 51.079798, -114.0620919 51.0799219, -114.0621055 51.0799221)))",62.68914799,202.4086289
